,,A00 Class BEV Sample Avg,,,,,,,,,,,,,,,,,,,,,,,
,,,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,,,,,,,,,,,
,,Retail Price,63475,58403,53818.200000000004,49671.880000000005,45920.192,42523.6728,39446.80552,36657.624968000004,34127.3624712,31830.126224080002,29742.613601672,27843.852241504803,,,,,,,,,,,
,,Purchase Tax,0,0,5381.820000000001,4967.188000000001,4592.019200000001,4252.36728,3944.6805520000003,3665.7624968000005,3412.7362471200004,3183.0126224080004,2974.2613601672,2784.3852241504806,,,,,,,,,,,
,,Consumer Final Price,63475,58403,59200.020000000004,54639.06800000001,50512.211200000005,46776.04008,43391.486072,40323.387464800006,37540.098718320005,35013.138846488,32716.874961839203,30628.237465655282,,,,,,,,,,,
,,Range/Day (km),30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,
,,Years of Usage,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,
,,Electricity/hundred KM (Kwh),11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,,,,,,,,,,,
,,Electricity Price (RMB/Kwh),0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,,,,,,,,,
,,Discount Rate,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,,,,,,,,,,,
,,NPV Energy Cost,7347.124327777921,7133.130415318369,6925.369335260553,6723.659548796655,6527.824804656947,6337.6939851038305,6153.100956411486,5973.884423700472,5799.887790000459,5630.959019417922,5466.950504289244,5307.7189362031495,,,,,,,,,,,
,,NPV Maintenance Cost,1600,1552,1505.44,1460.2768,1416.468496,1373.97444112,1332.7552078863998,1292.7725516498078,1253.9893751003135,1216.369693847304,1179.878603031885,1144.4822449409285,,,,,,,,,,,
,,NPV Insurance Cost,25305.9903432754,21657.07245861413,21026.283940402063,20413.867903302973,19819.289226507743,19242.028375250236,18681.58094684489,18137.457229946493,17609.18177664709,17096.292987036006,16598.342705860196,16114.895830932232,,,,,,,,,,,
